Product ID,Category,Product Name,Specifications,Bin Location,Datasheet URL,Image URL,Original Source,seo_description,technical_specifications
A2D-1102,General - Cables,Data Cables,"5A/15A CPU Cables, CPU to Monitor (Thick), Mobile Charger Cables, VGA Cables, Data Cables","Bin 52, 55 ",https://www.ftdichip.com/Support/Documents/DataSheets/Cables/DS_TTL-232R_CABLES.pdf,https://cdn-shop.adafruit.com/970x728/4696-03.jpg,,,
A2D-1103,General - Adapters,12V Adapters,"12V Adapters, Laptop Adapter Cables, DC Plugs","Bin 64, 52 ",https://www.farnell.com/datasheets/2720924.pdf,"https://m.media-amazon.com/images/I/618r8A-6kEL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1104,General - Adapters,Laptop Adapter Cables,"12V Adapters, Laptop Adapter Cables, DC Plugs","Bin 64, 52 ",https://www.opentext.com/assets/documents/en-US/pdf/opentext-ds-tableau-forensic-adapters-and-accessories-en.pdf,"https://m.media-amazon.com/images/I/71s45iCt5gL._AC_UF894,1000_QL80_.jpg",,,
A2D-1105,General - Adapters,DC Plugs,"12V Adapters, Laptop Adapter Cables, DC Plugs","Bin 64, 52 ",https://dl.ubnt.com/datasheets/poe/PoE_Adapters_DS.pdf,"https://m.media-amazon.com/images/I/71ngZUEwhAL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1106,General - Tools,Crimping Tools,"Crimping Tools, Cable Cutters, Screw Drivers (Jagdish)",Bin 37 64646464,https://www.farnell.com/datasheets/2995409.pdf,https://www.te.com/content/dam/te-com/catalog/part/000/045/730/45730-t1.jpg/jcr:content/renditions/product-high-res.png,,,
A2D-1107,General - Tools,Cable Cutters,"Crimping Tools, Cable Cutters, Screw Drivers (Jagdish)",Bin 37 64646464,https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/96496_RatchetingCableCutters.pdf,"https://m.media-amazon.com/images/I/512qJBQlpOL._AC_UF894,1000_QL80_.jpg",,,
A2D-1108,General - Tools,Screw Drivers (Jagdish),"Crimping Tools, Cable Cutters, Screw Drivers (Jagdish)",Bin 37 64646464,https://www.cementexusa.com/wp-content/uploads/2024/09/Cementex_ProductCutSheet_TorqueTools.pdf,https://clarkehandtools.com/wp-content/uploads/2023/08/SCREWDRIVERS-PHILLIPS-FIBRE-HANDLE-01.jpg,,,
A2D-1109,General - Components,Berg Sticks,"Berg Sticks, Terminal Blocks, Can Capacitors, Relays (Philips Capacitor), Chokes","Bin 43, 21, 22 ",https://www.el-o-matic.com/documents/configuration-data-sheet-product-configuration-code-en-us-6537862.pdf,https://europeandeli.com/cdn/shop/files/09152.jpg?v=1757371427&width=1080,,,
A2D-1110,General - Components,Terminal Blocks,"Berg Sticks, Terminal Blocks, Can Capacitors, Relays (Philips Capacitor), Chokes","Bin 43, 21, 22 ",https://literature.rockwellautomation.com/idc/groups/literature/documents/td/1492-td015_-en-p.pdf,"https://m.media-amazon.com/images/I/410x1k4y+EL._AC_UF894,1000_QL80_.jpg",,,
A2D-1111,General - Components,Can Capacitors,"Berg Sticks, Terminal Blocks, Can Capacitors, Relays (Philips Capacitor), Chokes","Bin 43, 21, 22 ",https://product.tdk.com/system/files/dam/doc/product/capacitor/aluminum-electrolytic/screw-terminal/catalog/al_can_large_b43564_b43584.pdf,https://i.ebayimg.com/images/g/5K8AAOSwsXFjJ2u-/s-l1200.jpg,,,
A2D-1112,General - Components,Relays (Philips Capacitor),"Berg Sticks, Terminal Blocks, Can Capacitors, Relays (Philips Capacitor), Chokes","Bin 43, 21, 22 ",https://datasheet.octopart.com/136-10313-Hella-datasheet-42666579.pdf,https://www.classicindustries.com/images/productimages/b/b11158.jpg,,,
A2D-1113,General - Components,Chokes,"Berg Sticks, Terminal Blocks, Can Capacitors, Relays (Philips Capacitor), Chokes","Bin 43, 21, 22 ",https://www.bourns.com/docs/product-datasheets/70f.pdf,https://i.ebayimg.com/images/g/p-EAAOSwjL5ZL~yB/s-l1200.jpg,,,
A2D-1114,General - Displays,Dual Monitor Stand,"Dual Monitor Stand, Display with Remote","Bin 65, 26 ",https://assets.tripplite.com/product-pdfs/en/dmr1015.pdf,https://m.media-amazon.com/images/I/61k5r-0x2xL._AC_SL1500_.jpg,,,
A2D-1115,General - Displays,Display with Remote,"Dual Monitor Stand, Display with Remote","Bin 65, 26 ",https://www.barco.com/content/dam/barco-dam/downloads/TDE12592-Technical-Specifications-Display-Management.pdf,https://m.media-amazon.com/images/I/71XyYf4ZlDL._AC_SL1500_.jpg,,,
A2D-1116,General - Power,0-30V Power Supply,"0-30V Power Supply, SMPS Fridge Guards, 60V Fire Alarm Sets","Bin 66, 44 ",https://www.circuitspecialists.com/content/18659/csi3005x5-manual.pdf,https://m.media-amazon.com/images/I/71XyYf4ZlDL._AC_SL1500_.jpg,,,
A2D-1117,General - Power,SMPS Fridge Guards,"0-30V Power Supply, SMPS Fridge Guards, 60V Fire Alarm Sets","Bin 66, 44 ",https://5.imimg.com/data5/SELLER/Doc/2021/4/MI/SN/MV/117366373/fridge-guard.pdf,https://www.surgeenergy.ca/wp-content/uploads/2019/12/Surge_Energy_Inc._Logo.png,,,
A2D-1118,General - Power,60V Fire Alarm Sets,"0-30V Power Supply, SMPS Fridge Guards, 60V Fire Alarm Sets","Bin 66, 44 ",https://www.honeywellbuildings.in/assets/files/fire/datasheets/Fire-Alarm-Control-Panel.pdf,"https://m.media-amazon.com/images/I/618r8A-6kEL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1119,General - Motors,Stepper Big NEMA 23,"Stepper Big NEMA 23, NEMA 17 Stepper, Medical Motors","Bin 23, 40 ",https://www.omc-stepperonline.com/download/23HS45-4204S.pdf,"https://m.media-amazon.com/images/I/618r8A-6kEL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1120,General - Motors,NEMA 17 Stepper,"Stepper Big NEMA 23, NEMA 17 Stepper, Medical Motors","Bin 23, 40 ",https://www.omc-stepperonline.com/download/17HS19-2004S1.pdf,"https://m.media-amazon.com/images/I/618r8A-6kEL._AC_UF1000,1000_QL80_.jpg",,,
A2D-1121,General - Motors,Medical Motors,"Stepper Big NEMA 23, NEMA 17 Stepper, Medical Motors","Bin 23, 40 ",https://www.maxongroup.com/medias/sys_master/root/8840546942998/Medical-Technology-Brochure-2020-EN.pdf,"https://m.media-amazon.com/images/I/618r8A-6kEL._AC_UF1000,1000_QL80_.jpg",,,
